startstationname,endstationname,value,source,target
27 Ave & 4 St,32 St & 30 Ave,51,749,888
27 Ave & 4 St,34 Ave & 21 St,40,749,813
27 Ave & 4 St,Astoria Park S & Shore Blvd,57,749,751
27 Ave & 4 St,Newtown Ave & 23 St,32,749,854
27 Ave & 4 St,Queens Plaza North & Crescent St,43,749,433
27 Ave & 4 St,Vernon Blvd & 30 Rd,51,749,845
27 Ave & 9 St,21 St & Queens Plaza North,101,856,434
27 Ave & 9 St,27 Ave & 9 St,100,856,856
27 Ave & 9 St,31 St & 23 Ave,64,856,762
27 Ave & 9 St,31 St & Astoria Blvd,714,856,753
27 Ave & 9 St,31 St & Hoyt Ave N,154,856,754
27 Ave & 9 St,32 St & 30 Ave,70,856,888
27 Ave & 9 St,Astoria Park S & Shore Blvd,102,856,751
27 Ave & 9 St,Newtown Ave & 23 St,73,856,854
27 Ave & 9 St,Queens Plaza North & Crescent St,63,856,433
27 Ave & 9 St,Vernon Blvd & 30 Rd,89,856,845
27 St & Hunter St,24 St & 41 Ave,501,853,792
27 St & Hunter St,27 St & Hunter St,124,853,853
27 St & Hunter St,28 St & 38 Ave,147,853,796
27 St & Hunter St,44 Dr & 21 St,143,853,850
27 St & Hunter St,44 Dr & Jackson Ave,186,853,430
27 St & Hunter St,46 Ave & 5 St,335,853,428
27 St & Hunter St,Jackson Ave & 46 Rd,112,853,425
27 St & Hunter St,Milton St & Franklin St,111,853,416
27 St & Hunter St,Vernon Blvd & 47 Rd,169,853,846
27 St & Hunter St,Vernon Blvd & 50 Ave,124,853,423
28 Ave & 35 St,28 Ave & 35 St,198,852,852
28 Ave & 35 St,31 Ave & 34 St,163,852,837
28 Ave & 35 St,31 St & 23 Ave,186,852,762
28 Ave & 35 St,31 St & Astoria Blvd,978,852,753
28 Ave & 35 St,32 St & 30 Ave,203,852,888
28 Ave & 35 St,34 Ave & 38 St,255,852,808
28 Ave & 35 St,35 Ave & 37 St,265,852,806
28 Ave & 35 St,35 St & Broadway,176,852,831
28 Ave & 35 St,Queens Plaza North & Crescent St,174,852,433
28 Ave & 35 St,Vernon Blvd & 30 Rd,218,852,845
28 Ave & 44 St,28 Ave & 44 St,84,907,907
28 Ave & 44 St,28 St & 41 Ave,55,907,791
28 Ave & 44 St,31 Ave & Steinway St,73,907,885
28 Ave & 44 St,31 St & Astoria Blvd,174,907,753
28 Ave & 44 St,32 St & 30 Ave,267,907,888
28 Ave & 44 St,34 Ave & 38 St,301,907,808
28 Ave & 44 St,43 St & Broadway,186,907,833
28 Ave & 44 St,Newton Rd & 44 St,112,907,834
28 Ave & 44 St,Steinway St & 23 Ave,53,907,764
28 Ave & 44 St,Steinway St & 28 Ave,62,907,851
28 St & 36 Ave,24 St & 41 Ave,93,799,792
28 St & 36 Ave,28 St & 38 Ave,116,799,796
28 St & 36 Ave,28 St & 41 Ave,1218,799,791
28 St & 36 Ave,31 St & Broadway,146,799,829
28 St & 36 Ave,34 Ave & 38 St,131,799,808
28 St & 36 Ave,37 Ave & 35 St,187,799,797
28 St & 36 Ave,44 Dr & Jackson Ave,106,799,430
28 St & 36 Ave,49 Ave & 21 St,112,799,841
28 St & 36 Ave,Crescent St & Broadway,153,799,828
28 St & 36 Ave,Queens Plaza North & Crescent St,336,799,433
28 St & 38 Ave,1 Ave & E 62 St,183,796,445
28 St & 38 Ave,27 St & Hunter St,139,796,853
28 St & 38 Ave,28 St & 36 Ave,95,796,799
28 St & 38 Ave,28 St & 38 Ave,133,796,796
28 St & 38 Ave,28 St & 41 Ave,1016,796,791
28 St & 38 Ave,31 St & Broadway,235,796,829
28 St & 38 Ave,34 Ave & 38 St,131,796,808
28 St & 38 Ave,44 Dr & Jackson Ave,180,796,430
28 St & 38 Ave,Crescent St & Broadway,132,796,828
28 St & 38 Ave,Queens Plaza North & Crescent St,269,796,433
28 St & 40 Ave,28 St & 36 Ave,105,859,799
28 St & 40 Ave,28 St & 38 Ave,115,859,796
28 St & 40 Ave,28 St & 41 Ave,105,859,791
28 St & 40 Ave,31 Ave & 30 St,49,859,838
28 St & 40 Ave,31 St & Broadway,51,859,829
28 St & 40 Ave,37 Ave & 35 St,50,859,797
28 St & 40 Ave,44 Dr & Jackson Ave,133,859,430
28 St & 40 Ave,46 Ave & 5 St,49,859,428
28 St & 40 Ave,Crescent St & 34 Ave,49,859,811
28 St & 40 Ave,Queens Plaza North & Crescent St,70,859,433
28 St & 41 Ave,28 St & 36 Ave,812,791,799
28 St & 41 Ave,28 St & 38 Ave,548,791,796
28 St & 41 Ave,28 St & 40 Ave,282,791,859
28 St & 41 Ave,31 Ave & 30 St,297,791,838
28 St & 41 Ave,31 Ave & 34 St,300,791,837
28 St & 41 Ave,31 St & Broadway,331,791,829
28 St & 41 Ave,44 Dr & Jackson Ave,325,791,430
28 St & 41 Ave,Crescent St & 34 Ave,367,791,811
28 St & 41 Ave,Crescent St & 35 Ave,275,791,802
28 St & 41 Ave,Crescent St & Broadway,260,791,828
3 Ave & 14 St,2 Ave & 36 St - Citi Bike HQ at Industry City,730,574,719
3 Ave & 14 St,3 Ave & 14 St,265,574,574
3 Ave & 14 St,3 St & 3 Ave,605,574,623
3 Ave & 14 St,4 Ave & 9 St,347,574,653
3 Ave & 14 St,Bergen St & Smith St,390,574,658
3 Ave & 14 St,DeKalb Ave & Vanderbilt Ave,466,574,58
3 Ave & 14 St,Dean St & 4 Ave,253,574,243
3 Ave & 14 St,Douglass St & 3 Ave,336,574,669
3 Ave & 14 St,NYCBS Depot - GOW,228,574,682
3 Ave & 14 St,West Drive & Prospect Park West,329,574,672
3 Ave & E 100 St,1 Ave & E 94 St,183,577,561
3 Ave & E 100 St,2 Ave & E 96 St,735,577,568
3 Ave & E 100 St,2 Ave & E 99 St,197,577,587
3 Ave & E 100 St,3 Ave & E 100 St,228,577,577
3 Ave & E 100 St,E 102 St & 1 Ave,158,577,600
3 Ave & E 100 St,E 103 St & Lexington Ave,195,577,629
3 Ave & E 100 St,E 109 St & 3 Ave,217,577,639
3 Ave & E 100 St,E 110 St & Madison Ave,304,577,650
3 Ave & E 100 St,E 85 St & 3 Ave,290,577,450
3 Ave & E 100 St,E 91 St & 2 Ave,202,577,554
3 Ave & E 112 St,2 Ave & E 96 St,206,787,568
3 Ave & E 112 St,2 Ave & E 99 St,213,787,587
3 Ave & E 112 St,3 Ave & E 112 St,227,787,787
3 Ave & E 112 St,E 114 St & 1 Ave,103,787,732
3 Ave & E 112 St,E 118 St & 3 Ave,105,787,730
3 Ave & E 112 St,E 123 St & Lexington Ave,133,787,741
3 Ave & E 112 St,Lenox Ave & W 111 St,593,787,757
3 Ave & E 112 St,Lexington Ave & E 111 St,87,787,739
3 Ave & E 112 St,Park Ave & E 124 St,186,787,744
3 Ave & E 112 St,Pleasant Ave & E 116 St,156,787,734
3 Ave & E 62 St,1 Ave & E 62 St,2710,437,445
3 Ave & E 62 St,1 Ave & E 68 St,5137,437,444
3 Ave & E 62 St,1 Ave & E 78 St,1599,437,443
3 Ave & E 62 St,3 Ave & E 71 St,1051,437,454
3 Ave & E 62 St,E 47 St & Park Ave,1128,437,147
3 Ave & E 62 St,E 72 St & York Ave,1955,437,458
3 Ave & E 62 St,E 74 St & 1 Ave,1151,437,622
3 Ave & E 62 St,E 75 St & 3 Ave,849,437,438
3 Ave & E 62 St,E 81 St & 3 Ave,845,437,449
3 Ave & E 62 St,E 85 St & 3 Ave,1190,437,450
3 Ave & E 71 St,1 Ave & E 78 St,461,454,443
3 Ave & E 71 St,5 Ave & E 73 St,477,454,440
3 Ave & E 71 St,Amsterdam Ave & W 73 St,403,454,469
3 Ave & E 71 St,E 58 St & 3 Ave,375,454,93
3 Ave & E 71 St,E 72 St & York Ave,886,454,458
3 Ave & E 71 St,E 76 St & 3 Ave,456,454,687
3 Ave & E 71 St,E 81 St & 3 Ave,620,454,449
3 Ave & E 71 St,E 85 St & 3 Ave,1164,454,450
3 Ave & E 71 St,Lexington Ave & E 63 St,845,454,457
3 Ave & E 71 St,W 63 St & Broadway,392,454,460
3 Ave & E 72 St,1 Ave & E 78 St,322,625,443
3 Ave & E 72 St,3 Ave & E 72 St,340,625,625
3 Ave & E 72 St,5 Ave & E 73 St,567,625,440
3 Ave & E 72 St,Columbus Ave & W 72 St,392,625,466
3 Ave & E 72 St,E 72 St & Park Ave,310,625,442
3 Ave & E 72 St,E 72 St & York Ave,355,625,458
3 Ave & E 72 St,E 81 St & 3 Ave,477,625,449
3 Ave & E 72 St,E 85 St & 3 Ave,815,625,450
3 Ave & E 72 St,E 89 St & 3 Ave,334,625,535
3 Ave & E 72 St,Lexington Ave & E 63 St,507,625,457
3 Ave & E 95 St,1 Ave & E 78 St,152,896,443
3 Ave & E 95 St,1 Ave & E 94 St,321,896,561
3 Ave & E 95 St,2 Ave & E 104 St,243,896,675
3 Ave & E 95 St,3 Ave & E 100 St,107,896,577
3 Ave & E 95 St,E 103 St & Lexington Ave,131,896,629
3 Ave & E 95 St,E 109 St & 3 Ave,151,896,639
3 Ave & E 95 St,E 85 St & 3 Ave,185,896,450
3 Ave & E 95 St,E 97 St & Madison Ave,149,896,585
3 Ave & E 95 St,Lexington Ave & E 111 St,143,896,739
3 Ave & E 95 St,Madison Ave & E 99 St,337,896,594
3 Ave & Schermerhorn St,3 Ave & Schermerhorn St,331,87,87
3 Ave & Schermerhorn St,Bergen St & Smith St,344,87,658
3 Ave & Schermerhorn St,Bond St & Fulton St,317,87,494
3 Ave & Schermerhorn St,Bond St & Schermerhorn St,301,87,179
3 Ave & Schermerhorn St,Court St & State St,320,87,652
3 Ave & Schermerhorn St,Douglass St & 3 Ave,296,87,669
3 Ave & Schermerhorn St,Lawrence St & Willoughby St,299,87,112
3 Ave & Schermerhorn St,Schermerhorn St & Bond St,436,87,723
3 Ave & Schermerhorn St,Schermerhorn St & Court St,564,87,505
3 Ave & Schermerhorn St,State St & Smith St,527,87,99
3 St & 3 Ave,3 Ave & 14 St,694,623,574
3 St & 3 Ave,3 St & 7 Ave,637,623,614
3 St & 3 Ave,4 Ave & 9 St,839,623,653
3 St & 3 Ave,5 Ave & 3 St,948,623,617
3 St & 3 Ave,Bergen St & Smith St,508,623,658
3 St & 3 Ave,Bond St & Bergen St,508,623,660
3 St & 3 Ave,Carroll St & Smith St,522,623,631
3 St & 3 Ave,Dean St & 4 Ave,870,623,243
3 St & 3 Ave,Hanson Pl & Ashland Pl,1098,623,678
3 St & 3 Ave,Smith St & 3 St,1929,623,633
3 St & 7 Ave,10 St & 7 Ave,1140,614,555
3 St & 7 Ave,14 St & 7 Ave,825,614,559
3 St & 7 Ave,3 St & 7 Ave,718,614,614
3 St & 7 Ave,3 St & Prospect Park West,974,614,603
3 St & 7 Ave,6 Ave & 9 St,1048,614,553
3 St & 7 Ave,7 Ave & Park Pl,1640,614,665
3 St & 7 Ave,Berkeley Pl & 7 Ave,1019,614,595
3 St & 7 Ave,Plaza St West & Flatbush Ave,998,614,667
3 St & 7 Ave,Sterling Pl & 7 Ave,1312,614,886
3 St & 7 Ave,West Drive & Prospect Park West,1009,614,672
3 St & Hoyt St,3 St & 3 Ave,634,630,623
3 St & Hoyt St,3 St & 7 Ave,401,630,614
3 St & Hoyt St,3 St & Hoyt St,367,630,630
3 St & Hoyt St,4 Ave & 9 St,248,630,653
3 St & Hoyt St,5 Ave & 3 St,610,630,617
3 St & Hoyt St,Bergen St & Smith St,419,630,658
3 St & Hoyt St,Carroll St & Smith St,259,630,631
3 St & Hoyt St,Court St & Nelson St,262,630,647
3 St & Hoyt St,Smith St & 3 St,371,630,633
3 St & Hoyt St,Union St & 4 Ave,289,630,584
3 St & Prospect Park West,10 St & 7 Ave,608,603,555
3 St & Prospect Park West,14 St & 7 Ave,635,603,559
3 St & Prospect Park West,3 St & Prospect Park West,3833,603,603
3 St & Prospect Park West,5 Ave & 3 St,706,603,617
3 St & Prospect Park West,6 Ave & 9 St,662,603,553
3 St & Prospect Park West,Berkeley Pl & 7 Ave,621,603,595
3 St & Prospect Park West,Grand Army Plaza & Plaza St West,1959,603,598
3 St & Prospect Park West,Plaza St West & Flatbush Ave,4875,603,667
3 St & Prospect Park West,Prospect Park West & 8 St,1305,603,549
3 St & Prospect Park West,West Drive & Prospect Park West,3726,603,672
30 Ave & 21 St,21 St & 31 Dr,111,847,827
30 Ave & 21 St,21 St & Queens Plaza North,88,847,434
30 Ave & 21 St,30 Ave & 21 St,101,847,847
30 Ave & 21 St,31 Ave & 14 St,87,847,842
30 Ave & 21 St,31 St & Astoria Blvd,104,847,753
30 Ave & 21 St,31 St & Broadway,123,847,829
30 Ave & 21 St,32 St & 30 Ave,229,847,888
30 Ave & 21 St,44 Dr & Jackson Ave,122,847,430
30 Ave & 21 St,Crescent St & 30 Ave,104,847,849
30 Ave & 21 St,Vernon Blvd & 30 Rd,239,847,845
31 Ave & 14 St,21 St & 31 Dr,229,842,827
31 Ave & 14 St,21 St & Queens Plaza North,304,842,434
31 Ave & 14 St,30 Ave & 21 St,111,842,847
31 Ave & 14 St,31 Ave & 14 St,97,842,842
31 Ave & 14 St,31 Ave & 34 St,117,842,837
31 Ave & 14 St,31 St & Broadway,371,842,829
31 Ave & 14 St,31 St & Hoyt Ave N,130,842,754
31 Ave & 14 St,32 St & 30 Ave,259,842,888
31 Ave & 14 St,Queens Plaza North & Crescent St,187,842,433
31 Ave & 14 St,Vernon Blvd & 30 Rd,197,842,845
31 Ave & 30 St,28 St & 41 Ave,320,838,791
31 Ave & 30 St,31 Ave & 14 St,300,838,842
31 Ave & 30 St,31 Ave & Crescent St,362,838,840
31 Ave & 30 St,31 Ave & Steinway St,156,838,885
31 Ave & 30 St,31 St & Astoria Blvd,316,838,753
31 Ave & 30 St,31 St & Broadway,386,838,829
31 Ave & 30 St,Queens Plaza North & Crescent St,154,838,433
31 Ave & 30 St,Steinway St & 28 Ave,152,838,851
31 Ave & 30 St,Vernon Blvd & 30 Rd,201,838,845
31 Ave & 30 St,Vernon Blvd & 31 Ave,203,838,844
31 Ave & 34 St,28 St & 41 Ave,249,837,791
31 Ave & 34 St,31 Ave & 30 St,251,837,838
31 Ave & 34 St,31 Ave & 34 St,283,837,837
31 Ave & 34 St,31 St & 23 Ave,226,837,762
31 Ave & 34 St,31 St & Broadway,579,837,829
31 Ave & 34 St,32 St & 30 Ave,492,837,888
31 Ave & 34 St,34 Ave & 38 St,642,837,808
31 Ave & 34 St,34 St & 35 Ave,440,837,804
31 Ave & 34 St,35 Ave & 37 St,263,837,806
31 Ave & 34 St,Vernon Blvd & 30 Rd,273,837,845
31 Ave & Crescent St,28 St & 41 Ave,216,840,791
31 Ave & Crescent St,31 Ave & 30 St,187,840,838
31 Ave & Crescent St,31 Ave & Crescent St,161,840,840
31 Ave & Crescent St,31 Ave & Steinway St,157,840,885
31 Ave & Crescent St,31 St & Astoria Blvd,155,840,753
31 Ave & Crescent St,31 St & Broadway,1002,840,829
31 Ave & Crescent St,32 St & 30 Ave,523,840,888
31 Ave & Crescent St,Crescent St & Broadway,161,840,828
31 Ave & Crescent St,Queens Plaza North & Crescent St,363,840,433
31 Ave & Crescent St,Vernon Blvd & 30 Rd,252,840,845
31 Ave & Steinway St,21 St & 31 Dr,177,885,827
31 Ave & Steinway St,31 Ave & 30 St,184,885,838
31 Ave & Steinway St,31 Ave & 34 St,173,885,837
31 Ave & Steinway St,31 Ave & Crescent St,160,885,840
31 Ave & Steinway St,31 St & 23 Ave,180,885,762
31 Ave & Steinway St,32 St & 30 Ave,142,885,888
31 Ave & Steinway St,34 Ave & 38 St,294,885,808
31 Ave & Steinway St,43 St & Broadway,215,885,833
31 Ave & Steinway St,Steinway St & 23 Ave,216,885,764
31 Ave & Steinway St,Steinway St & 28 Ave,299,885,851
31 St & 23 Ave,19 St & 24 Ave,918,762,760
31 St & 23 Ave,23 Ave & 27 St,772,762,761
31 St & 23 Ave,24 Ave & 26 St,1194,762,752
31 St & 23 Ave,24 Ave & 29 St,340,762,759
31 St & 23 Ave,31 St & 23 Ave,405,762,762
31 St & 23 Ave,31 St & Hoyt Ave N,427,762,754
31 St & 23 Ave,Astoria Park S & Shore Blvd,356,762,751
31 St & 23 Ave,Crescent St & Ditmars Blvd,1595,762,766
31 St & 23 Ave,Ditmars Blvd & 19 St,2525,762,768
31 St & 23 Ave,Steinway St & 23 Ave,892,762,764
31 St & 35 Ave,21 St & 31 Dr,120,878,827
31 St & 35 Ave,28 St & 41 Ave,224,878,791
31 St & 35 Ave,31 St & Astoria Blvd,160,878,753
31 St & 35 Ave,31 St & Broadway,670,878,829
31 St & 35 Ave,34 Ave & 38 St,407,878,808
31 St & 35 Ave,35 Ave & 37 St,250,878,806
31 St & 35 Ave,35 St & Broadway,208,878,831
31 St & 35 Ave,Crescent St & 34 Ave,160,878,811
31 St & 35 Ave,Crescent St & Broadway,283,878,828
31 St & 35 Ave,Queens Plaza North & Crescent St,125,878,433
31 St & Astoria Blvd,19 St & 24 Ave,280,753,760
31 St & Astoria Blvd,27 Ave & 9 St,620,753,856
31 St & Astoria Blvd,28 Ave & 35 St,734,753,852
31 St & Astoria Blvd,31 Ave & 30 St,433,753,838
31 St & Astoria Blvd,31 Ave & Crescent St,261,753,840
31 St & Astoria Blvd,31 St & Broadway,408,753,829
31 St & Astoria Blvd,Astoria Park S & Shore Blvd,770,753,751
31 St & Astoria Blvd,Crescent St & 30 Ave,820,753,849
31 St & Astoria Blvd,Newtown Ave & 23 St,1162,753,854
31 St & Astoria Blvd,Steinway St & 28 Ave,518,753,851
31 St & Broadway,21 St & 31 Dr,399,829,827
31 St & Broadway,28 St & 41 Ave,605,829,791
31 St & Broadway,31 Ave & Crescent St,639,829,840
31 St & Broadway,31 St & 35 Ave,1030,829,878
31 St & Broadway,34 Ave & 21 St,370,829,813
31 St & Broadway,34 Ave & 38 St,439,829,808
31 St & Broadway,43 St & Broadway,374,829,833
31 St & Broadway,Broadway & 12 St,429,829,825
31 St & Broadway,Crescent St & 30 Ave,413,829,849
31 St & Broadway,Queens Plaza North & Crescent St,531,829,433
31 St & Hoyt Ave N,19 St & 24 Ave,1129,754,760
31 St & Hoyt Ave N,21 St & Hoyt Ave S,279,754,750
31 St & Hoyt Ave N,24 Ave & 26 St,895,754,752
31 St & Hoyt Ave N,24 Ave & 29 St,245,754,759
31 St & Hoyt Ave N,31 St & 23 Ave,408,754,762
31 St & Hoyt Ave N,37 St & 24 Ave,388,754,758
31 St & Hoyt Ave N,Astoria Park S & Shore Blvd,569,754,751
31 St & Hoyt Ave N,Crescent St & Ditmars Blvd,227,754,766
31 St & Hoyt Ave N,Ditmars Blvd & 19 St,149,754,768
31 St & Hoyt Ave N,Vernon Blvd & 47 Rd,217,754,846
31 St & Newtown Ave,28 St & 41 Ave,6,926,791
31 St & Newtown Ave,31 Ave & 14 St,9,926,842
31 St & Newtown Ave,31 Ave & 34 St,8,926,837
31 St & Newtown Ave,31 Ave & Crescent St,13,926,840
31 St & Newtown Ave,31 St & 23 Ave,9,926,762
31 St & Newtown Ave,31 St & Broadway,17,926,829
31 St & Newtown Ave,31 St & Hoyt Ave N,7,926,754
31 St & Newtown Ave,Crescent St & Broadway,14,926,828
31 St & Newtown Ave,Newtown Ave & 23 St,24,926,854
31 St & Newtown Ave,Vernon Blvd & 31 Ave,7,926,844
31 St & Northern Blvd,1 Ave & E 62 St,143,879,445
31 St & Northern Blvd,31 St & 35 Ave,114,879,878
31 St & Northern Blvd,31 St & Astoria Blvd,73,879,753
31 St & Northern Blvd,31 St & Broadway,138,879,829
31 St & Northern Blvd,34 Ave & 38 St,105,879,808
31 St & Northern Blvd,34 St & 35 Ave,156,879,804
31 St & Northern Blvd,35 Ave & 37 St,86,879,806
31 St & Northern Blvd,44 Dr & Jackson Ave,244,879,430
31 St & Northern Blvd,Astoria Park S & Shore Blvd,169,879,751
31 St & Northern Blvd,Queens Plaza North & Crescent St,131,879,433
31 St & Thomson Ave,1 Ave & E 62 St,135,427,445
31 St & Thomson Ave,31 St & Thomson Ave,203,427,427
31 St & Thomson Ave,44 Dr & Jackson Ave,444,427,430
31 St & Thomson Ave,46 Ave & 5 St,363,427,428
31 St & Thomson Ave,48 Ave & 5 St,171,427,426
31 St & Thomson Ave,Center Blvd & Borden Ave,144,427,424
31 St & Thomson Ave,Greenpoint Ave & Manhattan Ave,240,427,417
31 St & Thomson Ave,Nassau Ave & Russell St,151,427,411
31 St & Thomson Ave,Queens Plaza North & Crescent St,392,427,433
31 St & Thomson Ave,Vernon Blvd & 50 Ave,765,427,423
32 St & 30 Ave,30 Ave & 21 St,230,888,847
32 St & 30 Ave,31 Ave & 30 St,254,888,838
32 St & 30 Ave,31 Ave & 34 St,448,888,837
32 St & 30 Ave,31 Ave & Crescent St,429,888,840
32 St & 30 Ave,31 St & Broadway,401,888,829
32 St & 30 Ave,35 St & Broadway,226,888,831
32 St & 30 Ave,Newtown Ave & 23 St,254,888,854
32 St & 30 Ave,Steinway St & 28 Ave,242,888,851
32 St & 30 Ave,Vernon Blvd & 30 Rd,284,888,845
32 St & 30 Ave,Vernon Blvd & 31 Ave,211,888,844
333 Johnson TEST 1,333 Johnson TEST 1,1,865,865
34 Ave & 13 St,21 St & 31 Dr,58,822,827
34 Ave & 13 St,21 St & Queens Plaza North,228,822,434
34 Ave & 13 St,31 St & Broadway,213,822,829
34 Ave & 13 St,34 Ave & 13 St,74,822,822
34 Ave & 13 St,34 Ave & 21 St,175,822,813
34 Ave & 13 St,34 Ave & 38 St,51,822,808
34 Ave & 13 St,35 St & 34 Ave,61,822,809
34 Ave & 13 St,Crescent St & 34 Ave,44,822,811
34 Ave & 13 St,Queens Plaza North & Crescent St,115,822,433
34 Ave & 13 St,Vernon Blvd & 30 Rd,38,822,845
34 Ave & 21 St,21 St & Queens Plaza North,357,813,434
34 Ave & 21 St,31 St & Broadway,245,813,829
34 Ave & 21 St,34 Ave & 13 St,111,813,822
34 Ave & 21 St,34 Ave & 21 St,115,813,813
34 Ave & 21 St,34 Ave & 38 St,146,813,808
34 Ave & 21 St,35 St & 34 Ave,124,813,809
34 Ave & 21 St,46 Ave & 5 St,176,813,428
34 Ave & 21 St,E 60 St & York Ave,152,813,335
34 Ave & 21 St,Queens Plaza North & Crescent St,232,813,433
34 Ave & 21 St,Vernon Blvd & 30 Rd,158,813,845
34 Ave & 38 St,28 Ave & 35 St,285,808,852
34 Ave & 38 St,31 Ave & 34 St,590,808,837
34 Ave & 38 St,31 St & 35 Ave,361,808,878
34 Ave & 38 St,31 St & Broadway,472,808,829
34 Ave & 38 St,34 St & 35 Ave,669,808,804
34 Ave & 38 St,35 St & 34 Ave,599,808,809
34 Ave & 38 St,35 St & Broadway,268,808,831
34 Ave & 38 St,Crescent St & 34 Ave,468,808,811
34 Ave & 38 St,Crescent St & Broadway,324,808,828
34 Ave & 38 St,Steinway St & 28 Ave,534,808,851
34 St & 35 Ave,28 St & 41 Ave,259,804,791
34 St & 35 Ave,31 Ave & 34 St,288,804,837
34 St & 35 Ave,31 St & Broadway,229,804,829
34 St & 35 Ave,34 Ave & 38 St,701,804,808
34 St & 35 Ave,34 St & 35 Ave,190,804,804
34 St & 35 Ave,35 St & Broadway,305,804,831
34 St & 35 Ave,37 Ave & 35 St,633,804,797
34 St & 35 Ave,37 St & 24 Ave,237,804,758
34 St & 35 Ave,44 Dr & Jackson Ave,190,804,430
34 St & 35 Ave,Queens Plaza North & Crescent St,281,804,433
35 Ave & 10 St,11 St & 35 Ave,98,873,803
35 Ave & 10 St,21 St & Queens Plaza North,808,873,434
35 Ave & 10 St,31 St & 35 Ave,46,873,878
35 Ave & 10 St,35 Ave & 10 St,79,873,873
35 Ave & 10 St,36 Ave & 10 St,67,873,801
35 Ave & 10 St,44 Dr & 21 St,86,873,850
35 Ave & 10 St,44 Dr & Jackson Ave,69,873,430
35 Ave & 10 St,Morningside Ave & W 123 St,47,873,776
35 Ave & 10 St,Queens Plaza North & Crescent St,356,873,433
35 Ave & 10 St,Vernon Blvd & 47 Rd,54,873,846
35 Ave & 37 St,28 Ave & 35 St,239,806,852
35 Ave & 37 St,31 Ave & 34 St,292,806,837
35 Ave & 37 St,31 St & 35 Ave,216,806,878
35 Ave & 37 St,31 St & Broadway,172,806,829
35 Ave & 37 St,34 Ave & 38 St,265,806,808
35 Ave & 37 St,34 St & 35 Ave,197,806,804
35 Ave & 37 St,37 St & 24 Ave,273,806,758
35 Ave & 37 St,43 St & Broadway,290,806,833
35 Ave & 37 St,Newtown Ave & 23 St,174,806,854
35 Ave & 37 St,Queens Plaza North & Crescent St,180,806,433
35 St & 34 Ave,28 Ave & 35 St,105,809,852
35 St & 34 Ave,31 Ave & 34 St,169,809,837
35 St & 34 Ave,31 St & 35 Ave,133,809,878
35 St & 34 Ave,34 Ave & 38 St,584,809,808
35 St & 34 Ave,34 St & 35 Ave,202,809,804
35 St & 34 Ave,35 St & 34 Ave,108,809,809
35 St & 34 Ave,35 St & Broadway,164,809,831
35 St & 34 Ave,37 Ave & 35 St,107,809,797
35 St & 34 Ave,37 St & 24 Ave,106,809,758
35 St & 34 Ave,44 Dr & Jackson Ave,141,809,430
35 St & Broadway,28 Ave & 35 St,260,831,852
35 St & Broadway,31 Ave & 34 St,231,831,837
35 St & Broadway,31 Ave & Steinway St,157,831,885
35 St & Broadway,31 St & 35 Ave,163,831,878
35 St & Broadway,32 St & 30 Ave,165,831,888
35 St & Broadway,34 Ave & 38 St,294,831,808
35 St & Broadway,34 St & 35 Ave,368,831,804
35 St & Broadway,35 Ave & 37 St,169,831,806
35 St & Broadway,43 St & Broadway,209,831,833
35 St & Broadway,Crescent St & Broadway,163,831,828
36 Ave & 10 St,21 St & 38 Ave,106,801,795
36 Ave & 10 St,21 St & Queens Plaza North,571,801,434
36 Ave & 10 St,28 St & 36 Ave,99,801,799
36 Ave & 10 St,28 St & 38 Ave,103,801,796
36 Ave & 10 St,31 St & Astoria Blvd,97,801,753
36 Ave & 10 St,35 Ave & 10 St,170,801,873
36 Ave & 10 St,35 Ave & 37 St,109,801,806
36 Ave & 10 St,36 Ave & 10 St,310,801,801
36 Ave & 10 St,46 Ave & 5 St,183,801,428
36 Ave & 10 St,Queens Plaza North & Crescent St,197,801,433
37 Ave & 35 St,24 St & 41 Ave,133,797,792
37 Ave & 35 St,28 St & 36 Ave,122,797,799
37 Ave & 35 St,31 St & 23 Ave,102,797,762
37 Ave & 35 St,34 St & 35 Ave,267,797,804
37 Ave & 35 St,35 St & 34 Ave,168,797,809
37 Ave & 35 St,35 St & Broadway,124,797,831
37 Ave & 35 St,37 Ave & 35 St,111,797,797
37 Ave & 35 St,37 St & 24 Ave,179,797,758
37 Ave & 35 St,Broadway & 12 St,127,797,825
37 Ave & 35 St,Queens Plaza North & Crescent St,283,797,433
37 St & 24 Ave,24 Ave & 29 St,102,758,759
37 St & 24 Ave,31 St & 23 Ave,420,758,762
37 St & 24 Ave,31 St & Astoria Blvd,147,758,753
37 St & 24 Ave,31 St & Hoyt Ave N,752,758,754
37 St & 24 Ave,34 Ave & 38 St,128,758,808
37 St & 24 Ave,34 St & 35 Ave,180,758,804
37 St & 24 Ave,35 Ave & 37 St,217,758,806
37 St & 24 Ave,37 St & 24 Ave,120,758,758
37 St & 24 Ave,Steinway St & 28 Ave,122,758,851
37 St & 24 Ave,Vernon Blvd & 30 Rd,124,758,845
39 St & 2 Ave - Citi Bike HQ at Industry City,14 St & 5 Ave,88,718,569
39 St & 2 Ave - Citi Bike HQ at Industry City,2 Ave & 36 St - Citi Bike HQ at Industry City,426,718,719
39 St & 2 Ave - Citi Bike HQ at Industry City,3 Ave & 14 St,93,718,574
